 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  26.11.2025    Time:  15:11:27
 Units: L = cm   , T = hours, M = mmol 

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)  SnowLayer
        [T]         [L/T]        [L/T]        [L/T]        [L/T]        [L/T]         [L]          [L]          [L]         [L]           [L]         [L]           [L]         [L]          [L/T]         [L]          [L]          [L]          [L]

     373.0000  0.26400E-01  0.00000E+00  0.26399E-01  0.00000E+00 -0.56891E-02 -0.37000E+00  0.00000E+00 -0.37000E+00  0.00000E+00  0.20772E+01 -0.14323E+03  0.00000E+00  0.65700E+02  0.00000E+00  0.00000E+00  0.75049E+02  0.35090E+01  0.31390E+01    840  0.00000E+00      0.000
     374.0000 -0.27460E+00  0.00000E+00 -0.27460E+00  0.00000E+00 -0.47755E-02 -0.64460E+00  0.00000E+00 -0.64460E+00  0.00000E+00  0.20725E+01 -0.48944E+02  0.00000E+00  0.65908E+02  0.00000E+00  0.00000E+00  0.75319E+02  0.38100E+01  0.31654E+01    850  0.00000E+00      0.000
     375.0000  0.24601E-01  0.00000E+00  0.24601E-01  0.00000E+00 -0.44399E-02 -0.62000E+00  0.00000E+00 -0.62000E+00  0.00000E+00  0.20681E+01 -0.93853E+02  0.00000E+00  0.66008E+02  0.00000E+00  0.00000E+00  0.75290E+02  0.38100E+01  0.31900E+01    854  0.00000E+00      0.000
     376.0000  0.21249E-02  0.00000E+00  0.21249E-02  0.00000E+00 -0.59707E-02 -0.61787E+00  0.00000E+00 -0.61787E+00  0.00000E+00  0.20621E+01 -0.98378E+02  0.00000E+00  0.65658E+02  0.00000E+00  0.00000E+00  0.75282E+02  0.38290E+01  0.32111E+01    856  0.00000E+00      0.000
     377.0000  0.16210E-01  0.00000E+00  0.16210E-01  0.00000E+00 -0.42648E-02 -0.60166E+00  0.00000E+00 -0.60166E+00  0.00000E+00  0.20579E+01 -0.10771E+03  0.00000E+00  0.66042E+02  0.00000E+00  0.00000E+00  0.75262E+02  0.38290E+01  0.32273E+01    858  0.00000E+00      0.000
     378.0000  0.10190E-01  0.00000E+00  0.10190E-01  0.00000E+00 -0.50489E-02 -0.59148E+00  0.00000E+00 -0.59147E+00  0.00000E+00  0.20528E+01 -0.11082E+03  0.00000E+00  0.65892E+02  0.00000E+00  0.00000E+00  0.75246E+02  0.38290E+01  0.32375E+01    859  0.00000E+00      0.000
     379.0000  0.34756E-02  0.00000E+00  0.34756E-02  0.00000E+00 -0.46609E-02 -0.58800E+00  0.00000E+00 -0.58800E+00  0.00000E+00  0.20482E+01 -0.11146E+03  0.00000E+00  0.65992E+02  0.00000E+00  0.00000E+00  0.75238E+02  0.38290E+01  0.32410E+01    860  0.00000E+00      0.000
     380.0000  0.00000E+00  0.00000E+00  0.11387E-08  0.00000E+00 -0.53436E-02 -0.58800E+00  0.00000E+00 -0.58800E+00  0.00000E+00  0.20428E+01 -0.11157E+03  0.00000E+00  0.65842E+02  0.00000E+00  0.00000E+00  0.75233E+02  0.38290E+01  0.32410E+01    861  0.00000E+00      0.000
     381.0000 -0.21300E+00  0.00000E+00 -0.21300E+00  0.00000E+00 -0.49933E-02 -0.80100E+00  0.00000E+00 -0.80100E+00  0.00000E+00  0.20379E+01 -0.51761E+02  0.00000E+00  0.65925E+02  0.00000E+00  0.00000E+00  0.75441E+02  0.40420E+01  0.32410E+01    871  0.00000E+00      0.000
     382.0000  0.00000E+00  0.00000E+00 -0.70315E-07  0.00000E+00 -0.28797E-02 -0.80100E+00  0.00000E+00 -0.80100E+00  0.00000E+00  0.20352E+01 -0.82111E+02  0.00000E+00  0.66467E+02  0.00000E+00  0.00000E+00  0.75438E+02  0.40420E+01  0.32410E+01    875  0.00000E+00      0.000
     383.0000  0.00000E+00  0.00000E+00  0.43772E-07  0.00000E+00 -0.50784E-02 -0.80100E+00  0.00000E+00 -0.80100E+00  0.00000E+00  0.20301E+01 -0.89372E+02  0.00000E+00  0.66008E+02  0.00000E+00  0.00000E+00  0.75433E+02  0.40420E+01  0.32410E+01    877  0.00000E+00      0.000
     384.0000  0.00000E+00  0.00000E+00  0.26543E-07  0.00000E+00 -0.47101E-02 -0.80100E+00  0.00000E+00 -0.80100E+00  0.00000E+00  0.20254E+01 -0.93730E+02  0.00000E+00  0.66083E+02  0.00000E+00  0.00000E+00  0.75429E+02  0.40420E+01  0.32410E+01    879  0.00000E+00      0.000
     385.0000 -0.79000E-01  0.00000E+00 -0.79000E-01  0.00000E+00 -0.55515E-02 -0.88000E+00  0.00000E+00 -0.88000E+00  0.00000E+00  0.20198E+01 -0.72514E+02  0.00000E+00  0.65883E+02  0.00000E+00  0.00000E+00  0.75502E+02  0.41210E+01  0.32410E+01    889  0.00000E+00      0.000
     386.0000 -0.32000E-01  0.00000E+00 -0.32000E-01  0.00000E+00 -0.61868E-02 -0.91200E+00  0.00000E+00 -0.91200E+00  0.00000E+00  0.20135E+01 -0.78614E+02  0.00000E+00  0.65708E+02  0.00000E+00  0.00000E+00  0.75528E+02  0.41530E+01  0.32410E+01    899  0.00000E+00      0.000
     387.0000  0.00000E+00  0.00000E+00  0.32596E-08  0.00000E+00 -0.68465E-02 -0.91200E+00  0.00000E+00 -0.91200E+00  0.00000E+00  0.20066E+01 -0.88506E+02  0.00000E+00  0.65517E+02  0.00000E+00  0.00000E+00  0.75521E+02  0.41530E+01  0.32410E+01    902  0.00000E+00      0.000
     388.0000 -0.22000E-01  0.00000E+00 -0.22000E-01  0.00000E+00 -0.53993E-02 -0.93400E+00  0.00000E+00 -0.93400E+00  0.00000E+00  0.20013E+01 -0.85445E+02  0.00000E+00  0.65842E+02  0.00000E+00  0.00000E+00  0.75537E+02  0.41750E+01  0.32410E+01    912  0.00000E+00      0.000
     389.0000 -0.12400E+00  0.00000E+00 -0.12400E+00  0.00000E+00 -0.51554E-02 -0.10580E+01  0.00000E+00 -0.10580E+01  0.00000E+00  0.19962E+01 -0.58670E+02  0.00000E+00  0.65925E+02  0.00000E+00  0.00000E+00  0.75656E+02  0.42990E+01  0.32410E+01    922  0.00000E+00      0.000
     390.0000 -0.22000E-01  0.00000E+00 -0.22000E-01  0.00000E+00 -0.48656E-02 -0.10800E+01  0.00000E+00 -0.10800E+01  0.00000E+00  0.19914E+01 -0.73364E+02  0.00000E+00  0.66025E+02  0.00000E+00  0.00000E+00  0.75674E+02  0.43210E+01  0.32410E+01    932  0.00000E+00      0.000
     391.0000 -0.95000E-01  0.00000E+00 -0.95000E-01  0.00000E+00 -0.54026E-02 -0.11750E+01  0.00000E+00 -0.11750E+01  0.00000E+00  0.19860E+01 -0.58335E+02  0.00000E+00  0.65925E+02  0.00000E+00  0.00000E+00  0.75763E+02  0.44160E+01  0.32410E+01    942  0.00000E+00      0.000
     392.0000 -0.29530E-01  0.00000E+00 -0.29530E-01  0.00000E+00 -0.54058E-02 -0.12045E+01  0.00000E+00 -0.12045E+01  0.00000E+00  0.19806E+01 -0.68227E+02  0.00000E+00  0.65942E+02  0.00000E+00  0.00000E+00  0.75787E+02  0.44480E+01  0.32435E+01    952  0.00000E+00      0.000
     393.0000 -0.16376E+00  0.00000E+00 -0.16376E+00  0.00000E+00 -0.49098E-02 -0.13683E+01  0.00000E+00 -0.13683E+01  0.00000E+00  0.19758E+01 -0.42533E+02  0.00000E+00  0.66092E+02  0.00000E+00  0.00000E+00  0.75946E+02  0.46190E+01  0.32507E+01    962  0.00000E+00      0.000
     394.0000 -0.29478E-01  0.00000E+00 -0.29478E-01  0.00000E+00 -0.58184E-02 -0.13978E+01  0.00000E+00 -0.13978E+01  0.00000E+00  0.19700E+01 -0.59141E+02  0.00000E+00  0.65908E+02  0.00000E+00  0.00000E+00  0.75970E+02  0.46600E+01  0.32622E+01    972  0.00000E+00      0.000
     395.0000 -0.10985E-01  0.00000E+00 -0.10985E-01  0.00000E+00 -0.39521E-02 -0.14087E+01  0.00000E+00 -0.14087E+01  0.00000E+00  0.19663E+01 -0.67485E+02  0.00000E+00  0.66400E+02  0.00000E+00  0.00000E+00  0.75977E+02  0.46860E+01  0.32772E+01    982  0.00000E+00      0.000
     396.0000  0.17486E-01  0.00000E+00  0.17486E-01  0.00000E+00 -0.55155E-02 -0.13913E+01  0.00000E+00 -0.13913E+01  0.00000E+00  0.19608E+01 -0.79208E+02  0.00000E+00  0.66100E+02  0.00000E+00  0.00000E+00  0.75954E+02  0.46860E+01  0.32947E+01    985  0.00000E+00      0.000
     397.0000  0.18764E-01  0.00000E+00  0.18764E-01  0.00000E+00 -0.72182E-02 -0.13725E+01  0.00000E+00 -0.13725E+01  0.00000E+00  0.19536E+01 -0.86225E+02  0.00000E+00  0.65717E+02  0.00000E+00  0.00000E+00  0.75928E+02  0.46860E+01  0.33135E+01    987  0.00000E+00      0.000
     398.0000  0.18764E-01  0.00000E+00  0.18764E-01  0.00000E+00 -0.77093E-02 -0.13537E+01  0.00000E+00 -0.13537E+01  0.00000E+00  0.19458E+01 -0.91754E+02  0.00000E+00  0.65583E+02  0.00000E+00  0.00000E+00  0.75902E+02  0.46860E+01  0.33323E+01    989  0.00000E+00      0.000
     399.0000  0.17486E-01  0.00000E+00  0.17486E-01  0.00000E+00 -0.89535E-02 -0.13362E+01  0.00000E+00 -0.13362E+01  0.00000E+00  0.19369E+01 -0.95840E+02  0.00000E+00  0.65283E+02  0.00000E+00  0.00000E+00  0.75875E+02  0.46860E+01  0.33497E+01    990  0.00000E+00      0.000
     400.0000  0.15015E-01  0.00000E+00  0.15015E-01  0.00000E+00 -0.11704E-01 -0.13212E+01  0.00000E+00 -0.13212E+01  0.00000E+00  0.19252E+01 -0.98874E+02  0.00000E+00  0.64600E+02  0.00000E+00  0.00000E+00  0.75849E+02  0.46860E+01  0.33648E+01    991  0.00000E+00      0.000
     401.0000  0.11522E-01  0.00000E+00  0.11522E-01  0.00000E+00 -0.11689E-01 -0.13097E+01  0.00000E+00 -0.13097E+01  0.00000E+00  0.19135E+01 -0.10071E+03  0.00000E+00  0.64525E+02  0.00000E+00  0.00000E+00  0.75825E+02  0.46860E+01  0.33763E+01    992  0.00000E+00      0.000
     402.0000  0.72428E-02  0.00000E+00  0.72427E-02  0.00000E+00 -0.12911E-01 -0.13025E+01  0.00000E+00 -0.13025E+01  0.00000E+00  0.19006E+01 -0.10142E+03  0.00000E+00  0.64175E+02  0.00000E+00  0.00000E+00  0.75805E+02  0.46860E+01  0.33835E+01    993  0.00000E+00      0.000
     403.0000  0.24704E-02  0.00000E+00  0.24704E-02  0.00000E+00 -0.13233E-01 -0.13000E+01  0.00000E+00 -0.13000E+01  0.00000E+00  0.18873E+01 -0.10113E+03  0.00000E+00  0.64042E+02  0.00000E+00  0.00000E+00  0.75789E+02  0.46860E+01  0.33860E+01    994  0.00000E+00      0.000
     404.0000  0.00000E+00  0.00000E+00  0.21522E-07  0.00000E+00 -0.13657E-01 -0.13000E+01  0.00000E+00 -0.13000E+01  0.00000E+00  0.18737E+01 -0.10092E+03  0.00000E+00  0.63892E+02  0.00000E+00  0.00000E+00  0.75776E+02  0.46860E+01  0.33860E+01    995  0.00000E+00      0.000
     405.0000 -0.33100E+00  0.00000E+00 -0.33100E+00  0.00000E+00 -0.13262E-01 -0.16310E+01  0.00000E+00 -0.16310E+01  0.00000E+00  0.18604E+01 -0.29130E+02  0.00000E+00  0.63942E+02  0.00000E+00  0.00000E+00  0.76093E+02  0.50170E+01  0.33860E+01   1005  0.00000E+00      0.000
     406.0000 -0.61700E+00  0.00000E+00 -0.61907E+00  0.00000E+00 -0.14466E-01 -0.22480E+01  0.00000E+00 -0.22485E+01  0.00000E+00  0.18458E+01 -0.45101E-03  0.00000E+00  0.63633E+02  0.00000E+00  0.00000E+00  0.76696E+02  0.56345E+01  0.33860E+01   1015  0.00000E+00      0.000
     407.0000  0.00000E+00  0.00000E+00  0.44703E-07  0.00000E+00 -0.11589E-01 -0.22480E+01  0.00000E+00 -0.22485E+01  0.00000E+00  0.18344E+01 -0.36174E+02  0.00000E+00  0.64325E+02  0.00000E+00  0.00000E+00  0.76685E+02  0.56345E+01  0.33860E+01   1020  0.00000E+00      0.000
     408.0000  0.00000E+00  0.00000E+00 -0.24680E-07  0.00000E+00  0.65666E-02 -0.22480E+01  0.00000E+00 -0.22485E+01  0.00000E+00  0.18429E+01 -0.47236E+02  0.00000E+00  0.68983E+02  0.00000E+00  0.00000E+00  0.76693E+02  0.56345E+01  0.33860E+01   1023  0.00000E+00      0.000
     409.0000  0.00000E+00  0.00000E+00  0.60536E-08  0.00000E+00 -0.70463E-02 -0.22480E+01  0.00000E+00 -0.22485E+01  0.00000E+00  0.18359E+01 -0.54329E+02  0.00000E+00  0.66333E+02  0.00000E+00  0.00000E+00  0.76686E+02  0.56345E+01  0.33860E+01   1025  0.00000E+00      0.000
     410.0000 -0.14000E-01  0.00000E+00 -0.14000E-01  0.00000E+00 -0.10525E-01 -0.22620E+01  0.00000E+00 -0.22624E+01  0.00000E+00  0.18252E+01 -0.56793E+02  0.00000E+00  0.65508E+02  0.00000E+00  0.00000E+00  0.76690E+02  0.56485E+01  0.33860E+01   1035  0.00000E+00      0.000
     411.0000 -0.90000E-02  0.00000E+00 -0.90000E-02  0.00000E+00 -0.11797E-01 -0.22710E+01  0.00000E+00 -0.22715E+01  0.00000E+00  0.18133E+01 -0.60812E+02  0.00000E+00  0.65208E+02  0.00000E+00  0.00000E+00  0.76687E+02  0.56575E+01  0.33860E+01   1045  0.00000E+00      0.000
     412.0000  0.00000E+00  0.00000E+00 -0.57975E-07  0.00000E+00 -0.12405E-01 -0.22710E+01  0.00000E+00 -0.22715E+01  0.00000E+00  0.18009E+01 -0.65842E+02  0.00000E+00  0.65092E+02  0.00000E+00  0.00000E+00  0.76674E+02  0.56575E+01  0.33860E+01   1048  0.00000E+00      0.000
     413.0000  0.00000E+00  0.00000E+00  0.11059E-07  0.00000E+00 -0.11889E-01 -0.22710E+01  0.00000E+00 -0.22715E+01  0.00000E+00  0.17891E+01 -0.69183E+02  0.00000E+00  0.65283E+02  0.00000E+00  0.00000E+00  0.76663E+02  0.56575E+01  0.33860E+01   1050  0.00000E+00      0.000
     414.0000  0.00000E+00  0.00000E+00 -0.47148E-07  0.00000E+00 -0.14048E-01 -0.22710E+01  0.00000E+00 -0.22715E+01  0.00000E+00  0.17751E+01 -0.71990E+02  0.00000E+00  0.64883E+02  0.00000E+00  0.00000E+00  0.76649E+02  0.56575E+01  0.33860E+01   1052  0.00000E+00      0.000
     415.0000 -0.20000E-01  0.00000E+00 -0.20000E-01  0.00000E+00 -0.13790E-01 -0.22910E+01  0.00000E+00 -0.22914E+01  0.00000E+00  0.17616E+01 -0.69132E+02  0.00000E+00  0.65033E+02  0.00000E+00  0.00000E+00  0.76655E+02  0.56775E+01  0.33860E+01   1062  0.00000E+00      0.000
     416.0000  0.35437E-02  0.00000E+00  0.35437E-02  0.00000E+00 -0.13470E-01 -0.22875E+01  0.00000E+00 -0.22879E+01  0.00000E+00  0.17484E+01 -0.75292E+02  0.00000E+00  0.65275E+02  0.00000E+00  0.00000E+00  0.76638E+02  0.56775E+01  0.33895E+01   1065  0.00000E+00      0.000
     417.0000  0.10390E-01  0.00000E+00  0.10390E-01  0.00000E+00 -0.13742E-01 -0.22771E+01  0.00000E+00 -0.22775E+01  0.00000E+00  0.17349E+01 -0.80208E+02  0.00000E+00  0.65417E+02  0.00000E+00  0.00000E+00  0.76615E+02  0.56775E+01  0.33999E+01   1067  0.00000E+00      0.000
     418.0000  0.16528E-01  0.00000E+00  0.16527E-01  0.00000E+00 -0.14680E-01 -0.22605E+01  0.00000E+00 -0.22610E+01  0.00000E+00  0.17205E+01 -0.85513E+02  0.00000E+00  0.65417E+02  0.00000E+00  0.00000E+00  0.76584E+02  0.56775E+01  0.34165E+01   1069  0.00000E+00      0.000
     419.0000  0.21539E-01  0.00000E+00  0.21539E-01  0.00000E+00 -0.17198E-01 -0.22390E+01  0.00000E+00 -0.22394E+01  0.00000E+00  0.17033E+01 -0.90866E+02  0.00000E+00  0.65017E+02  0.00000E+00  0.00000E+00  0.76545E+02  0.56775E+01  0.34380E+01   1070  0.00000E+00      0.000
     420.0000  0.25083E-01  0.00000E+00  0.25083E-01  0.00000E+00 -0.17074E-01 -0.22139E+01  0.00000E+00 -0.22144E+01  0.00000E+00  0.16862E+01 -0.96118E+02  0.00000E+00  0.65208E+02  0.00000E+00  0.00000E+00  0.76503E+02  0.56775E+01  0.34631E+01   1071  0.00000E+00      0.000
     421.0000  0.26917E-01  0.00000E+00  0.26917E-01  0.00000E+00 -0.17106E-01 -0.21870E+01  0.00000E+00 -0.21874E+01  0.00000E+00  0.16691E+01 -0.10115E+03  0.00000E+00  0.65383E+02  0.00000E+00  0.00000E+00  0.76459E+02  0.56775E+01  0.34900E+01   1072  0.00000E+00      0.000
     422.0000  0.26917E-01  0.00000E+00  0.26917E-01  0.00000E+00 -0.17648E-01 -0.21601E+01  0.00000E+00 -0.21605E+01  0.00000E+00  0.16515E+01 -0.10545E+03  0.00000E+00  0.65458E+02  0.00000E+00  0.00000E+00  0.76414E+02  0.56775E+01  0.35169E+01   1073  0.00000E+00      0.000
     423.0000  0.25083E-01  0.00000E+00  0.25083E-01  0.00000E+00 -0.17452E-01 -0.21350E+01  0.00000E+00 -0.21354E+01  0.00000E+00  0.16340E+01 -0.10871E+03  0.00000E+00  0.65708E+02  0.00000E+00  0.00000E+00  0.76372E+02  0.56775E+01  0.35420E+01   1074  0.00000E+00      0.000
     424.0000  0.21539E-01  0.00000E+00  0.21539E-01  0.00000E+00 -0.17578E-01 -0.21135E+01  0.00000E+00 -0.21139E+01  0.00000E+00  0.16164E+01 -0.11065E+03  0.00000E+00  0.65883E+02  0.00000E+00  0.00000E+00  0.76332E+02  0.56775E+01  0.35635E+01   1075  0.00000E+00      0.000
     425.0000  0.16528E-01  0.00000E+00  0.16527E-01  0.00000E+00 -0.19086E-01 -0.20969E+01  0.00000E+00 -0.20974E+01  0.00000E+00  0.15973E+01 -0.11114E+03  0.00000E+00  0.65708E+02  0.00000E+00  0.00000E+00  0.76297E+02  0.56775E+01  0.35801E+01   1076  0.00000E+00      0.000
     426.0000  0.10390E-01  0.00000E+00  0.10390E-01  0.00000E+00 -0.17860E-01 -0.20865E+01  0.00000E+00 -0.20870E+01  0.00000E+00  0.15795E+01 -0.11022E+03  0.00000E+00  0.66158E+02  0.00000E+00  0.00000E+00  0.76269E+02  0.56775E+01  0.35905E+01   1077  0.00000E+00      0.000
     427.0000  0.35437E-02  0.00000E+00  0.35437E-02  0.00000E+00 -0.18889E-01 -0.20830E+01  0.00000E+00 -0.20834E+01  0.00000E+00  0.15606E+01 -0.10806E+03  0.00000E+00  0.66075E+02  0.00000E+00  0.00000E+00  0.76246E+02  0.56775E+01  0.35940E+01   1078  0.00000E+00      0.000
     428.0000 -0.23500E+00  0.00000E+00 -0.23500E+00  0.00000E+00 -0.17287E-01 -0.23180E+01  0.00000E+00 -0.23184E+01  0.00000E+00  0.15438E+01 -0.44839E+02  0.00000E+00  0.66650E+02  0.00000E+00  0.00000E+00  0.76464E+02  0.59125E+01  0.35940E+01   1088  0.00000E+00      0.000
     429.0000  0.00000E+00  0.00000E+00 -0.33993E-07  0.00000E+00 -0.20815E-01 -0.23180E+01  0.00000E+00 -0.23184E+01  0.00000E+00  0.15229E+01 -0.74122E+02  0.00000E+00  0.65925E+02  0.00000E+00  0.00000E+00  0.76444E+02  0.59125E+01  0.35940E+01   1092  0.00000E+00      0.000
     430.0000  0.00000E+00  0.00000E+00 -0.16764E-07  0.00000E+00 -0.19692E-01 -0.23180E+01  0.00000E+00 -0.23184E+01  0.00000E+00  0.15034E+01 -0.80671E+02  0.00000E+00  0.66242E+02  0.00000E+00  0.00000E+00  0.76424E+02  0.59125E+01  0.35940E+01   1094  0.00000E+00      0.000
     431.0000  0.00000E+00  0.00000E+00  0.14668E-07  0.00000E+00 -0.19755E-01 -0.23180E+01  0.00000E+00 -0.23184E+01  0.00000E+00  0.14837E+01 -0.84643E+02  0.00000E+00  0.66308E+02  0.00000E+00  0.00000E+00  0.76404E+02  0.59125E+01  0.35940E+01   1096  0.00000E+00      0.000
     432.0000  0.00000E+00  0.00000E+00  0.11059E-07  0.00000E+00 -0.20883E-01 -0.23180E+01  0.00000E+00 -0.23184E+01  0.00000E+00  0.14628E+01 -0.87251E+02  0.00000E+00  0.66083E+02  0.00000E+00  0.00000E+00  0.76383E+02  0.59125E+01  0.35940E+01   1097  0.00000E+00      0.000
     433.0000  0.00000E+00  0.00000E+00 -0.32247E-07  0.00000E+00 -0.21026E-01 -0.23180E+01  0.00000E+00 -0.23184E+01  0.00000E+00  0.14418E+01 -0.89399E+02  0.00000E+00  0.66058E+02  0.00000E+00  0.00000E+00  0.76362E+02  0.59125E+01  0.35940E+01   1098  0.00000E+00      0.000
     434.0000  0.00000E+00  0.00000E+00  0.37835E-08  0.00000E+00 -0.20613E-01 -0.23180E+01  0.00000E+00 -0.23184E+01  0.00000E+00  0.14212E+01 -0.91148E+02  0.00000E+00  0.66158E+02  0.00000E+00  0.00000E+00  0.76342E+02  0.59125E+01  0.35940E+01   1099  0.00000E+00      0.000
     435.0000  0.00000E+00  0.00000E+00  0.30268E-07  0.00000E+00 -0.20949E-01 -0.23180E+01  0.00000E+00 -0.23184E+01  0.00000E+00  0.14002E+01 -0.92651E+02  0.00000E+00  0.66083E+02  0.00000E+00  0.00000E+00  0.76321E+02  0.59125E+01  0.35940E+01   1100  0.00000E+00      0.000
     436.0000  0.00000E+00  0.00000E+00  0.23458E-07  0.00000E+00 -0.17930E-01 -0.23180E+01  0.00000E+00 -0.23184E+01  0.00000E+00  0.13823E+01 -0.93962E+02  0.00000E+00  0.66833E+02  0.00000E+00  0.00000E+00  0.76303E+02  0.59125E+01  0.35940E+01   1101  0.00000E+00      0.000
     437.0000  0.00000E+00  0.00000E+00  0.13970E-07  0.00000E+00 -0.18249E-01 -0.23180E+01  0.00000E+00 -0.23184E+01  0.00000E+00  0.13640E+01 -0.95132E+02  0.00000E+00  0.66833E+02  0.00000E+00  0.00000E+00  0.76285E+02  0.59125E+01  0.35940E+01   1102  0.00000E+00      0.000
     438.0000  0.00000E+00  0.00000E+00 -0.37428E-07  0.00000E+00 -0.18811E-01 -0.23180E+01  0.00000E+00 -0.23184E+01  0.00000E+00  0.13452E+01 -0.96204E+02  0.00000E+00  0.66758E+02  0.00000E+00  0.00000E+00  0.76266E+02  0.59125E+01  0.35940E+01   1103  0.00000E+00      0.000
     439.0000  0.00000E+00  0.00000E+00 -0.25029E-08  0.00000E+00 -0.18202E-01 -0.23180E+01  0.00000E+00 -0.23184E+01  0.00000E+00  0.13270E+01 -0.97183E+02  0.00000E+00  0.66933E+02  0.00000E+00  0.00000E+00  0.76248E+02  0.59125E+01  0.35940E+01   1104  0.00000E+00      0.000
     440.0000  0.24704E-02  0.00000E+00  0.24704E-02  0.00000E+00 -0.17580E-01 -0.23155E+01  0.00000E+00 -0.23160E+01  0.00000E+00  0.13094E+01 -0.98980E+02  0.00000E+00  0.67125E+02  0.00000E+00  0.00000E+00  0.76228E+02  0.59125E+01  0.35965E+01   1105  0.00000E+00      0.000
     441.0000  0.72428E-02  0.00000E+00  0.72428E-02  0.00000E+00 -0.18567E-01 -0.23083E+01  0.00000E+00 -0.23087E+01  0.00000E+00  0.12909E+01 -0.10194E+03  0.00000E+00  0.66925E+02  0.00000E+00  0.00000E+00  0.76202E+02  0.59125E+01  0.36037E+01   1106  0.00000E+00      0.000
     442.0000  0.11522E-01  0.00000E+00  0.11522E-01  0.00000E+00 -0.18298E-01 -0.22968E+01  0.00000E+00 -0.22972E+01  0.00000E+00  0.12726E+01 -0.10544E+03  0.00000E+00  0.67000E+02  0.00000E+00  0.00000E+00  0.76172E+02  0.59125E+01  0.36152E+01   1107  0.00000E+00      0.000
     443.0000  0.15015E-01  0.00000E+00  0.15015E-01  0.00000E+00 -0.17719E-01 -0.22817E+01  0.00000E+00 -0.22822E+01  0.00000E+00  0.12549E+01 -0.10923E+03  0.00000E+00  0.67150E+02  0.00000E+00  0.00000E+00  0.76139E+02  0.59125E+01  0.36302E+01   1108  0.00000E+00      0.000
     444.0000  0.17486E-01  0.00000E+00  0.17486E-01  0.00000E+00 -0.17508E-01 -0.22643E+01  0.00000E+00 -0.22647E+01  0.00000E+00  0.12373E+01 -0.11300E+03  0.00000E+00  0.67225E+02  0.00000E+00  0.00000E+00  0.76104E+02  0.59125E+01  0.36477E+01   1109  0.00000E+00      0.000
     445.0000  0.18764E-01  0.00000E+00  0.18764E-01  0.00000E+00 -0.17588E-01 -0.22455E+01  0.00000E+00 -0.22460E+01  0.00000E+00  0.12198E+01 -0.11647E+03  0.00000E+00  0.67225E+02  0.00000E+00  0.00000E+00  0.76068E+02  0.59125E+01  0.36665E+01   1110  0.00000E+00      0.000
     446.0000  0.18764E-01  0.00000E+00  0.18764E-01  0.00000E+00 -0.16825E-01 -0.22267E+01  0.00000E+00 -0.22272E+01  0.00000E+00  0.12029E+01 -0.11937E+03  0.00000E+00  0.67425E+02  0.00000E+00  0.00000E+00  0.76032E+02  0.59125E+01  0.36853E+01   1111  0.00000E+00      0.000
     447.0000  0.17486E-01  0.00000E+00  0.17486E-01  0.00000E+00 -0.15726E-01 -0.22092E+01  0.00000E+00 -0.22097E+01  0.00000E+00  0.11872E+01 -0.12148E+03  0.00000E+00  0.67725E+02  0.00000E+00  0.00000E+00  0.75999E+02  0.59125E+01  0.37027E+01   1112  0.00000E+00      0.000
     448.0000  0.10152E-02  0.00000E+00  0.10152E-02  0.00000E+00 -0.13791E-01 -0.22082E+01  0.00000E+00 -0.22087E+01  0.00000E+00  0.11734E+01 -0.11643E+03  0.00000E+00  0.68267E+02  0.00000E+00  0.00000E+00  0.75984E+02  0.59265E+01  0.37178E+01   1113  0.00000E+00      0.000
     449.0000  0.11522E-01  0.00000E+00  0.11522E-01  0.00000E+00 -0.15556E-01 -0.21967E+01  0.00000E+00 -0.21972E+01  0.00000E+00  0.11579E+01 -0.11995E+03  0.00000E+00  0.67917E+02  0.00000E+00  0.00000E+00  0.75957E+02  0.59265E+01  0.37293E+01   1114  0.00000E+00      0.000
     450.0000  0.72428E-02  0.00000E+00  0.72428E-02  0.00000E+00 -0.16141E-01 -0.21895E+01  0.00000E+00 -0.21899E+01  0.00000E+00  0.11417E+01 -0.11900E+03  0.00000E+00  0.67792E+02  0.00000E+00  0.00000E+00  0.75934E+02  0.59265E+01  0.37365E+01   1115  0.00000E+00      0.000
     451.0000  0.24704E-02  0.00000E+00  0.24704E-02  0.00000E+00 -0.15805E-01 -0.21870E+01  0.00000E+00 -0.21875E+01  0.00000E+00  0.11259E+01 -0.11771E+03  0.00000E+00  0.67858E+02  0.00000E+00  0.00000E+00  0.75915E+02  0.59265E+01  0.37390E+01   1116  0.00000E+00      0.000
     452.0000  0.00000E+00  0.00000E+00 -0.83237E-08  0.00000E+00 -0.17449E-01 -0.21870E+01  0.00000E+00 -0.21875E+01  0.00000E+00  0.11085E+01 -0.11622E+03  0.00000E+00  0.67433E+02  0.00000E+00  0.00000E+00  0.75898E+02  0.59265E+01  0.37390E+01   1117  0.00000E+00      0.000
